ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
151,Récréatif / sportif,Équipement communautaire,Centre des jeunes Saint-Sulpice,,Organisme communautaire et centre de loisirs,9455,Avenue Olivier-Maurault,0, ,Montréal,H2M 1Z5,Ahuntsic-Cartierville,niveau 3,-73.64688241,45.55613421
152,Récréatif / sportif,Équipement communautaire,Centre Henri-Julien,,Organisme communautaire et centre de loisirs,9300,Rue Saint-Denis,0, ,Montréal,H2M 1P1,Ahuntsic-Cartierville,niveau 3,-73.64928411,45.54762176
153,Récréatif / sportif,Équipement communautaire,Centre Saints-Martyrs-Canadiens,,Organisme communautaire et centre de loisirs,10125 ,Rue Parthenais,0, ,Montréal,H2B 2L6,Ahuntsic-Cartierville,niveau 3,-73.64773475,45.57176208
154,Service public,Service d'urgence,Caserne 35,,Caserne de pompiers,10827,Rue Lajeunesse,0, ,Montréal,H3L 2E7,Ahuntsic-Cartierville,niveau 4,-73.67043091,45.55608341
155,Service public,Service d'urgence,Caserne 42,,Caserne de pompiers,4180,Rue De Salaberry,0, ,Montréal,H4J 1H1,Ahuntsic-Cartierville,niveau 4,-73.70392179,45.53451069
156,Service public,Service d'urgence,Caserne 43,,Caserne de pompiers,1945,Rue Fleury Est,0, ,Montréal,H2B 1H8,Ahuntsic-Cartierville,niveau 4,-73.65300175,45.56946395
157,Service public,Service d'urgence,Caserne 49,,Caserne de pompiers,10,Rue Chabanel Ouest,0, ,Montréal,H2N 1E6,Ahuntsic-Cartierville,niveau 4,-73.65090871,45.54418905
158,Récréatif / sportif,Équipement communautaire,Maison Berthe-Louard,,Organisme communautaire et centre de loisirs,1325,Rue Chabanel Est,0, ,Montréal,H2M 1E1,Ahuntsic-Cartierville,niveau 3,-73.64059653,45.55948096
159,Récréatif / sportif,Équipement communautaire,Maison des Hirondelles,,Organisme communautaire et centre de loisirs,2574,Rue Fleury Est,0, ,Montréal,H2B 1L5,Ahuntsic-Cartierville,niveau 3,-73.64622763,45.57658175
160,Récréatif / sportif,Équipement communautaire,Maison des jeunes (le Squatt) d'Ahuntsic,Maison des jeunes (le Squatt),Organisme communautaire et centre de loisirs,10794,Rue Lajeunesse,0, ,Montréal,H3L 2E8,Ahuntsic-Cartierville,niveau 3,-73.67010917,45.5555781
161,Récréatif / sportif,Équipement communautaire,Maison des jeunes de Bordeaux-Cartierville,,Organisme communautaire et centre de loisirs,12120,Rue Grenet,0, ,Montréal,H4J 2P4,Ahuntsic-Cartierville,niveau 3,-73.71725378,45.52984999
162,Récréatif / sportif,Équipement communautaire,Maison du monde,,Organisme communautaire et centre de loisirs,20,Rue Chabanel Ouest,0, ,Montréal,H2N 1E6,Ahuntsic-Cartierville,niveau 3,-73.65106758,45.5439519
163,Récréatif / sportif,Équipement communautaire,The House - Bethel Pentacostal Church,,Organisme communautaire et centre de loisirs,45 ,Rue Legendre Ouest,0, ,Montréal,H2N 1G9,Ahuntsic-Cartierville,niveau 3,-73.64855564,45.5430258
164,Récréatif / sportif,Équipement communautaire,YMCA Cartierville,YMCA,Organisme communautaire et centre de loisirs,11885,Boulevard Laurentien,0, ,Montréal,H4J 2R5,Ahuntsic-Cartierville,niveau 4,-73.71105077,45.52527434
165,Culturel,Circuit et parcours,Avenue Park Stanley,,Rue piétonne, ,Avenue Park Stanley,0, ,Montréal, ,Ahuntsic-Cartierville,niveau 4,-73.67286709,45.55833737
166,Service public,Service d'urgence,Poste de quartier 46,,Police de quartier,6850,Boulevard Joseph-Renaud,0, ,Montréal,H1K 3V4,Anjou,niveau 3,-73.55304204,45.60503706
168,Récréatif / sportif,Parc et autre espace vert,Parc André-Laurendeau,,Parc, , ,0, ,Montréal,H1J 2H5,Anjou,niveau 2,-73.57010745,45.60455762
169,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire André-Laurendeau,,Jardin communautaire,8361,Avenue André-Laurendeau,0, ,Montréal,H1J 2H5,Anjou,niveau 4,-73.57000287,45.60353332
170,Récréatif / sportif,Parc et autre espace vert,Parc Chénier,,Parc, , ,0, ,Montréal,H1K 4C9,Anjou,niveau 2,-73.54349518,45.60298157
171,Récréatif / sportif,Parc et autre espace vert,Parc D'Allones,,Parc, , ,0, ,Montréal,H1J 1W8,Anjou,niveau 3,-73.57743835,45.60407257
172,Récréatif / sportif,Parc et autre espace vert,Parc D'Antioche,,Parc, , ,0, ,Montréal,H1M 3X1,Anjou,niveau 3,-73.55812836,45.59540176
173,Récréatif / sportif,Parc et autre espace vert,Parc de Peterborough,,Parc, , ,0, ,Montréal, ,Anjou,niveau 2,-73.55556488,45.61090088
174,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire de Spalding,,Jardin communautaire, , ,0, ,Montréal, ,Anjou,niveau 4,-73.55255127,45.60301209
175,Récréatif / sportif,Parc et autre espace vert,Parc de Talcy,,Parc, , ,0, ,Montréal, ,Anjou,niveau 2,-73.55871582,45.60933304
177,Récréatif / sportif,Parc et autre espace vert,Parc De Verdelles,,Parc, , ,0, ,Montréal, ,Anjou,niveau 2,-73.54960797,45.6083828
178,Récréatif / sportif,Parc et autre espace vert,Parc des Roseraies,,Parc, , ,0, ,Montréal, ,Anjou,niveau 2,-73.55511467,45.59327356
179,Récréatif / sportif,Parc et autre espace vert,Parc du Bocage,,Parc, , ,0, ,Montréal, ,Anjou,niveau 2,-73.55185954,45.59257909
180,Récréatif / sportif,Parc et autre espace vert,Parc du Fort-Des Ormeaux,,Parc, , ,0, ,Montréal,H1K 2Y2,Anjou,niveau 3,-73.55523682,45.61497879
181,Récréatif / sportif,Parc et autre espace vert,Parc du Mail,,Parc, , ,0, ,Montréal, H1K 1Z1,Anjou,niveau 2,-73.54470825,45.59892273
182,Récréatif / sportif,Parc et autre espace vert,Parc Félix-Leclerc,,Parc, , ,0, ,Montréal,H1K 5C7,Anjou,niveau 2,-73.54566193,45.59634399
184,Récréatif / sportif,Parc et autre espace vert,Parc Goncourt,,Parc, , ,0, ,Montréal,H1K,Anjou,niveau 2,-73.55778503,45.60223389
185,Récréatif / sportif,Parc et autre espace vert,Parc Lucie-Bruneau,,Parc, , ,0, ,Montréal,H1J 2C9,Anjou,niveau 2,-73.58401998,45.60416801
186,Récréatif / sportif,Équipement sportif et récréatif,Piscine Lucie-Bruneau,,Piscine extérieure, , ,0, ,Montréal,H1J 2C9,Anjou,niveau 3,-73.58368128,45.60413891
187,Récréatif / sportif,Parc et autre espace vert,Parc Roger-Rousseau,,Parc, , ,0, ,Montréal,H1J 2H5,Anjou,niveau 2,-73.54992004,45.61660199
188,Récréatif / sportif,Équipement sportif et récréatif,Piscine Roger-Rousseau,,Piscine extérieure, , ,0, ,Montréal,H1J 2H5,Anjou,niveau 3,-73.55084413,45.61627482
189,Récréatif / sportif,Équipement sportif et récréatif,Aréna Chaumont,,Centre sportif intérieur,8750,Avenue Chaumont,0, ,Montréal,H1K 4E8,Anjou,niveau 3,-73.54577637,45.61087036
190,Récréatif / sportif,Équipement sportif et récréatif,Aréna Chénier,,Centre sportif intérieur,8200,Avenue Chénier,0, ,Montréal,H1K 5E9,Anjou,niveau 3,-73.54117996,45.60138912
191,Récréatif / sportif,Parc et autre espace vert,Boisé Saint-Conrad,,Parc, , ,0, ,Montréal,H1K 1N9,Anjou,niveau 2,-73.54571533,45.61178589
193,Service public,Établissement scolaire,Centre Anjou,,École secondaire et professionnelle,5515,Avenue de l'Aréna,0, ,Montréal,H1K 4C9,Anjou,niveau 3,-73.54113102,45.603278
194,Service public,Établissement scolaire,Centre de formation des métiers de l'acier,,École secondaire et professionnelle,9200,Rue de l'Innovation,0, ,Montréal,H1J 2X9,Anjou,niveau 3,-73.56241278,45.62030435
195,Culturel,Bibliothèque,Bibliothèque du Haut-Anjou,,Bibliothèque publique,7070,Rue Jarry Est,0, ,Montréal,H1J 1G3,Anjou,niveau 1,-73.57565308,45.6011467
196,Culturel,Bibliothèque,Bibliothèque Jean-Corbeil,,Bibliothèque publique,7500,Avenue Goncourt,0, ,Montréal,H1K 3X9,Anjou,niveau 1,-73.55841466,45.60294111
197,Récréatif / sportif,Équipement sportif et récréatif,Complexe sportif de l'école secondaire d'Anjou,,Centre sportif intérieur,8205,Rue Fonteneau,0, ,Montréal,H1K 3P4,Anjou,niveau 3,-73.53998566,45.60284805
198,Service public,Établissement scolaire,École Albatros,,École primaire,6440,Boulevard des Galeries d'Anjou,0, ,Montréal,H1M 1W2,Anjou,niveau 4,-73.55390332,45.59394602
199,Service public,Établissement scolaire,École Cardinal-Léger,,École primaire,6951,Rue Des Ormeaux,0, ,Montréal,H1K 2X7,Anjou,niveau 4,-73.54741669,45.61143112
200,Service public,Établissement scolaire,École Chénier,,École primaire,5800,Avenue Saint-Donat,0, ,Montréal,H1K 3P7,Anjou,niveau 4,-73.54294618,45.60468279
201,Service public,Établissement scolaire,École Dalkeith Elementary School,,École primaire,7951,Avenue Dalkeith,0, ,Montréal,H1K 3X6,Anjou,niveau 4,-73.55074806,45.60251066
202,Service public,Établissement scolaire,École Des Roseraies,,École primaire,6440,Boulevard des Galeries D'anjou,0, ,Montréal,H1M 1W2,Anjou,niveau 4,-73.55407798,45.593994
203,Service public,Établissement scolaire,École Jacques-Rousseau,,École primaire,7455,Rue Jarry Est,0, ,Montréal,H1J 1G8,Anjou,niveau 4,-73.57299277,45.60542899
204,Service public,Établissement scolaire,École Saint-Joseph,,École primaire,7725,Rue Des Ormeaux,0, ,Montréal,H1K 2Y2,Anjou,niveau 4,-73.55410745,45.61434942
205,Service public,Établissement scolaire,École secondaire Anjou,,École secondaire et professionnelle,8205,Rue Fonteneau,0, ,Montréal,H1K 4E1,Anjou,niveau 3,-73.54027557,45.6026268
206,Service public,Établissement scolaire,École Wilfrid-Pelletier,,École primaire,8301,Boulevard Wilfrid-Pelletier,0, ,Montréal,H1K 1M2,Anjou,niveau 4,-73.55319214,45.6074791
207,Récréatif / sportif,Attrait touristique,Golf Métropolitain Anjou,,Attrait touristique sportif ou récréatif,9555,Boulevard du Golf,0, ,Montréal,H1J 2Y2,Anjou,niveau 3,-73.56288247,45.62524581
208,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Notre-Dame d'Anjou,,Jardin communautaire, , ,0, ,Montréal,H1K 2B3,Anjou,niveau 4,-73.54263306,45.60169601
209,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Roi-René,,Jardin communautaire, , ,0, ,Montréal,H1K 1B5,Anjou,niveau 4,-73.55713654,45.61285019
210,Culturel,Lieu de diffusion,Église Jean XXIII,,Lieu de diffusion municipal,7101,Avenue de l’Alsace,0, ,Montréal,H1K 3X9,Anjou,niveau 1,-73.58222961,45.60445404
211,Récréatif / sportif,Parc et autre espace vert,Place des Jumelages,,Parc, , ,0, ,Montréal, ,Anjou,niveau 4,-73.55175018,45.60070801
213,Récréatif / sportif,Équipement communautaire,Centre communautaire Chénier,,Organisme communautaire et centre de loisirs,8330,Avenue Chénier,0, ,Montréal,H1K 2B5,Anjou,niveau 3,-73.54317726,45.60406951
214,Récréatif / sportif,Équipement communautaire,Centre communautaire Roger-Rousseau,,Organisme communautaire et centre de loisirs,7501,Avenue Rondeau,0, ,Montréal,H1K 2P3,Anjou,niveau 3,-73.55058289,45.6160965
215,Service public,Service municipal,"Direction de la culture, des sports, des loisirs et du développement social",,Bureau Accès Montréal et bureaux municipaux,7500,Avenue Goncourt,0, ,Montréal,H1K 4B8,Anjou,niveau 4,-73.55820609,45.60295211
216,Service public,Service municipal,Mairie d'arrondissement d'Anjou,Mairie d'arrondissement,Hôtel de ville / mairie,7701,Boulevard Louis-H.-La Fontaine,0, ,Montréal,H1K 4B9,Anjou,niveau 1,-73.55754861,45.60188497
217,Service public,Service municipal,Travaux publics et Aménagement urbain,,Bureau Accès Montréal et bureaux municipaux,7171,Rue Bombardier,0, ,Montréal,H1J 2E9,Anjou,niveau 4,-73.58646393,45.60752487
218,Service public,Service d'urgence,Caserne 28,,Caserne de pompiers,7650,Boulevard Châteauneuf,0, ,Montréal,H1K 4H3,Anjou,niveau 4,-73.55883026,45.6030426
219,Service public,Service d'urgence,Poste de quartier 11,,Police de quartier,6255,Avenue Somerled,0, ,Montréal,H3X 2B7,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.63547018,45.47108375
220,Récréatif / sportif,Équipement communautaire,Aire d’animation du parc Jean-Brillant,,Organisme communautaire et centre de loisirs, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.62023336,45.49718488
221,Récréatif / sportif,Équipement communautaire,Association de la communauté noire de la Côte-des-Neiges,,Organisme communautaire et centre de loisirs,6585,Chemin de la Côte-des-Neiges,0, ,Montréal,H3S 2A5,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.63537114,45.50250733
222,Service public,Service d'urgence,Poste de quartier 26,,Police de quartier,7405,Avenue Mountain Sights,0, ,Montréal,H4P 2B1,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.65182497,45.49625566
223,Culturel,Lieu de diffusion,Maison de la culture Côte-des-Neiges,,Lieu de diffusion municipal,5290,Chemin de la Côte-des-Neiges,0, ,Montréal,H3T 1Y2,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 1,-73.62222617,45.49608798
224,Culturel,Lieu de diffusion,Maison de la culture Notre-Dame-de-Grâce,,Lieu de diffusion municipal,3755,Rue Botrel,0, ,Montréal,H4A 3G8,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 1,-73.61443743,45.47551744
226,Commercial,Hébergement,Motel Colibri,,Hôtel,6960,Rue Saint-Jacques,0, ,Montréal,H4B 1V8,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.62941194,45.45622482
227,Commercial,Hébergement,Motel Saint-Jacques,,Hôtel,1980,Avenue Westmore,0, ,Montréal,H4B 1Z3,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.63516113,45.45349142
229,Récréatif / sportif,Parc et autre espace vert,Parc Benny,,Parc, , ,0, ,Montréal, H4B 1H2,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63293631,45.46671979
230,Récréatif / sportif,Parc et autre espace vert,Parc Coffee,,Parc, , ,0, ,Montréal, H4B 1K1,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.63925171,45.45539475
231,Récréatif / sportif,Parc et autre espace vert,Parc de Kent,,Parc, , ,0, ,Montréal,H3S 2T3,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63201904,45.50409317
232,Récréatif / sportif,Parc et autre espace vert,Parc de la Confédération,,Parc, , ,0, ,Montréal,H3X 3S8,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63957977,45.47228622
233,Récréatif / sportif,Parc et autre espace vert,Parc de la Savane,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.65538025,45.4992981
234,Récréatif / sportif,Parc et autre espace vert,Parc de Sousa-Mendes,,Parc, , ,0, ,Montréal,H3S 1V7,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.62195587,45.50880814
235,Récréatif / sportif,Parc et autre espace vert,Parc Dunkerque,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.63388062,45.51262665
236,Récréatif / sportif,Parc et autre espace vert,Parc Georges-Saint-Pierre,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.60739136,45.46865845
237,Récréatif / sportif,Parc et autre espace vert,Parc Gilbert-Layton,,Parc, , ,0, ,Montréal,H4V 2Y9,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.65105438,45.4659729
238,Récréatif / sportif,Parc et autre espace vert,Parc Jean-Brillant,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.61968994,45.49689865
239,Récréatif / sportif,Parc et autre espace vert,Parc Loyola,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.64554596,45.46144486
240,Récréatif / sportif,Parc et autre espace vert,Parc Macdonald,,Parc, , ,0, ,Montréal,H3X 2S7,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63569641,45.4834671
241,Récréatif / sportif,Parc et autre espace vert,Parc Mackenzie-King,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63358307,45.49000931
242,Récréatif / sportif,Parc et autre espace vert,Parc Mahatma-Gandhi,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.62819672,45.50638962
243,Récréatif / sportif,Parc et autre espace vert,Parc Marie-Gérin-Lajoie,,Parc, , ,0, ,Montréal,H3S 2N4,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.62036133,45.5102005
244,Récréatif / sportif,Parc et autre espace vert,Parc Maurice-Cullen,,Parc, , ,0, ,Montréal, H3W 2H5,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.62007141,45.48374558
245,Récréatif / sportif,Parc et autre espace vert,Parc Nelson-Mandela,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.64466858,45.494133
246,Récréatif / sportif,Parc et autre espace vert,Parc Notre-Dame-de-Grâce,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.61446381,45.4727211
247,Récréatif / sportif,Parc et autre espace vert,Parc Roméo-Charrette,,Parc, , ,0, ,Montréal, ,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.64154816,45.50621414
248,Récréatif / sportif,Parc et autre espace vert,Parc Rosemary-Brown,,Parc, , ,0, ,Montréal,H3X 1B6,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.64824677,45.4899292
249,Récréatif / sportif,Parc et autre espace vert,Parc Somerled,,Parc, , ,0, ,Montréal,H3X 1T4,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63557434,45.47452164
250,Récréatif / sportif,Parc et autre espace vert,Parc Trenholme,,Parc, , ,0, ,Montréal,H4B 1P4,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63173676,45.46069336
251,Récréatif / sportif,Parc et autre espace vert,Parc Van Horne,,Parc, , ,0, ,Montréal,H3W 1J3,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63887787,45.49166107
252,Récréatif / sportif,Parc et autre espace vert,Parc William-Bowie,,Parc, , ,0, ,Montréal,H3W 1G9,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.64891052,45.45775223
253,Récréatif / sportif,Parc et autre espace vert,Parc William-Hurst,,Parc, , ,0, ,Montréal,H4B 2Y7,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63114166,45.46971893
254,Service public,Établissement scolaire,Académie Kells Academy,,École secondaire et professionnelle,6865,Boulevard De Maisonneuve Ouest,0, ,Montréal,H4B 1T1,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.63127904,45.45949242
255,Service public,Établissement scolaire,Académie Marymount Academy,,École secondaire et professionnelle,5100,Chemin de la Côte-Saint-Luc,0, ,Montréal,H3W 2G9,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.62024408,45.48229655
256,Récréatif / sportif,Équipement sportif et récréatif,Aréna Bill-Durnan,,Centre sportif intérieur,4988,Rue Vézina,0, ,Montréal,H3W 1C1,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.64456177,45.49477387
257,Récréatif / sportif,Équipement sportif et récréatif,Aréna Doug-Harvey,,Centre sportif intérieur,4985,Avenue West Hill,0, ,Montréal,H4V 2W6,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.63864403,45.47135488
258,Récréatif / sportif,Parc et autre espace vert,Belvédère Terry-Fox,,Parc, , ,0, ,Montréal,H4A 2E8,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.60867763,45.46672753
259,Service public,Service gouvernemental,Carrefour Jeunesse-Emploi Côte-des-Neiges,Carrefour Jeunesse-Emploi CDN,Centre de service gouvernemental,6555,Chemin de la Côte-des-Neiges,0, ,Montréal,H3S 2A6,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.63505237,45.50239455
260,Service public,Service gouvernemental,Carrefour Jeunesse-Emploi Notre-Dame-de-Grâce,Carrefour Jeunesse-Emploi NDG,Centre de service gouvernemental,6370,Rue Sherbrooke Ouest,0, ,Montréal,H4B 1M9,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 2,-73.62589938,45.46501735
262,Commercial,Regroupement de commerces,Centre commercial Van Horne,,Centre commercial,4815-4861,Avenue Van Horne,0, ,Montréal,H3W 1J2,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.63903802,45.49376504
263,Commercial,Regroupement de commerces,Centre commercial Wilderton,,Centre commercial,2615-2865,Avenue Van Horne,0, ,Montréal,H3S 1P7,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.62533834,45.50919547
